product_id,product_name,category,brand,seller,seller_city,price,discount_percent,final_price,rating,review_count,stock_available,units_sold,listing_date,delivery_days,weight_g,warranty_months,color,size,return_policy_days,is_returnable,payment_modes,shipping_weight_g,product_score,seller_rating
FKP0009690,Puma Prime 131,Toys,Puma,MegaStore,Pune,35861.5,20,28689.2,1.5,47591,208,2796,2021-03-11,2,3901.94,0,Blue,N/A,0,False,"COD,CARD",4567.233545535559,35.46,4.75
FKP0009691,Nike Ultra 34,Appliances,Nike,BestBuy,Hyderabad,1345.78,15,1143.91,2.1,37468,921,510,2019-06-11,10,124.25,0,Grey,S,7,True,"CARD,Wallet",135.5522750240623,38.28,3.69
FKP0009692,Redmi Series 486,Home & Kitchen,Redmi,RetailHub,Ahmedabad,54271.02,0,54271.02,4.0,28069,923,4754,2021-04-16,6,613.46,6,Black,L,0,False,"UPI,CARD",723.1404640252837,99.52,3.88
FKP0009693,Adidas Prime 650,Mobiles,Adidas,RetailHub,Pune,10421.96,50,5210.98,4.3,34525,273,2710,2018-01-04,6,4044.11,6,Blue,N/A,0,False,"COD,CARD",4720.401977443909,50.36,4.94
FKP0009694,Puma Prime 825,Beauty,Puma,ValueKart,Mumbai,53088.12,30,37161.68,3.5,42456,114,1271,2023-04-12,5,1403.3,12,Grey,L,30,True,"UPI,CARD",1633.92206386196,16.77,3.61
FKP0009695,Philips Prime 130,Beauty,Philips,UrbanRetails,Bengaluru,53572.42,20,42857.94,1.3,40804,275,3630,2019-06-23,10,4525.6,24,Blue,One Size,10,True,"COD,CARD",5589.218524390864,91.07,3.38
FKP0009696,Prestige Prime 765,Electronics,Prestige,MegaStore,Pune,29719.89,50,14859.94,1.2,28286,814,4327,2022-07-24,2,3598.01,12,Black,M,7,True,"CARD,Wallet",4172.685477055283,71.69,3.93
FKP0009697,Puma Edition 878,Toys,Puma,RetailHub,Mumbai,44666.22,0,44666.22,3.9,27990,127,3100,2020-02-26,1,4437.29,24,Gold,S,30,True,"COD,UPI,CARD",5131.801814061158,84.35,4.33
FKP0009698,Sony Series 222,Electronics,Sony,RetailHub,Kolkata,13338.48,10,12004.63,3.3,45021,534,4268,2019-10-29,3,3990.89,6,Green,M,0,False,"UPI,CARD",4868.738846941834,78.35,3.16
FKP0009699,Dell Model 828,Mobiles,Dell,SuperMart,Delhi,30911.48,15,26274.76,4.6,48402,693,1804,2018-07-26,2,1446.25,6,Red,L,0,False,"UPI,CARD",1658.8272740221637,88.56,3.48
FKP0009700,Samsung Prime 640,Appliances,Samsung,SmartDeals,Bengaluru,14977.93,20,11982.34,2.7,35583,426,2481,2022-11-23,3,1875.61,0,Silver,One Size,15,True,"CARD,Wallet",2092.5825122210013,43.23,3.64
FKP0009701,Prestige Edition 434,Toys,Prestige,UrbanRetails,Delhi,17150.94,30,12005.66,1.6,38322,299,1112,2019-08-04,2,1865.61,6,Grey,One Size,30,True,"UPI,CARD",2194.2250893838373,96.58,3.66
FKP0009702,Adidas Series 433,Sports,Adidas,SuperMart,Pune,4927.07,20,3941.66,2.0,305,364,4558,2019-09-09,11,4991.75,6,White,XL,10,True,"COD,UPI,CARD",6177.113419878381,84.01,3.56
FKP0009703,Samsung Ultra 56,Toys,Samsung,QuickShop,Delhi,21269.52,0,21269.52,4.8,1784,559,3224,2019-06-14,11,1654.01,0,Blue,S,30,True,"COD,UPI,CARD",1948.103787089775,38.22,3.42
FKP0009704,Adidas Ultra 351,Appliances,Adidas,SuperMart,Pune,15396.71,10,13857.04,3.8,18507,277,2987,2019-09-17,3,1640.2,6,Green,One Size,30,True,"UPI,CARD",2010.8301241915676,95.02,3.9
FKP0009705,Dell Prime 368,Sports,Dell,BestBuy,Chennai,14949.58,0,14949.58,2.1,29660,108,1645,2020-05-11,11,1833.69,24,Grey,N/A,7,True,"CARD,Wallet",2239.770959830974,69.12,3.04
FKP0009706,Adidas Series 583,Beauty,Adidas,BestBuy,Delhi,52647.11,50,26323.56,1.3,45974,401,1737,2021-11-21,9,1786.53,12,White,One Size,10,True,"COD,UPI,CARD",2089.9657269821546,29.36,3.34
FKP0009707,LG Ultra 835,Electronics,LG,MegaStore,Delhi,54274.12,30,37991.88,3.5,42073,578,925,2022-06-29,6,1031.06,0,White,One Size,0,False,"COD,CARD",1218.5414538053942,11.6,3.22
FKP0009708,Nike Prime 662,Home & Kitchen,Nike,QuickShop,Hyderabad,32165.39,10,28948.85,4.0,8923,96,109,2020-01-14,4,3985.69,0,Grey,M,30,True,"COD,CARD",4453.359339308073,90.35,4.18
FKP0009709,Nike Model 227,Toys,Nike,SuperMart,Bengaluru,32886.89,15,27953.86,2.0,4071,927,1036,2020-09-20,6,2754.1,24,Blue,XL,10,True,"COD,UPI,CARD",3242.8322866764734,79.85,4.58
FKP0009710,Sony Prime 21,Home & Kitchen,Sony,ValueKart,Kolkata,29430.67,40,17658.4,1.8,47307,730,923,2019-09-26,8,1302.96,12,Green,N/A,30,True,"UPI,CARD",1503.8203554930335,1.21,3.63
FKP0009711,Philips Prime 665,Toys,Philips,SuperMart,Delhi,28112.48,0,28112.48,4.8,17274,683,2521,2020-11-24,7,2197.05,24,Silver,S,0,False,"COD,CARD",2509.8498695711155,93.73,4.95
FKP0009712,Apple Ultra 216,Beauty,Apple,SmartDeals,Hyderabad,20661.92,20,16529.54,3.0,42870,555,4578,2018-05-20,6,3077.17,12,Red,L,7,True,"CARD,Wallet",3664.9982802299887,70.84,3.74
FKP0009713,Philips Ultra 716,Electronics,Philips,SuperMart,Pune,19080.84,20,15264.67,4.9,15540,315,3205,2022-06-23,3,1798.11,36,Red,L,7,True,"CARD,Wallet",2146.3742399543953,69.98,3.92
FKP0009714,Puma Model 298,Mobiles,Puma,UrbanRetails,Kolkata,28071.01,15,23860.36,3.8,8605,774,1224,2019-08-22,8,3178.04,6,Gold,XL,0,False,"COD,CARD",3504.12264243336,37.08,4.58
FKP0009715,Philips Model 270,Mobiles,Philips,SmartDeals,Mumbai,40872.26,40,24523.36,2.8,31759,344,4157,2022-02-22,10,888.24,24,Blue,N/A,0,False,"COD,CARD",1049.203163058514,64.64,4.31
FKP0009716,Prestige Model 819,Mobiles,Prestige,SuperMart,Ahmedabad,28900.84,50,14450.42,2.9,12553,407,4921,2019-10-14,4,3787.03,12,White,L,10,True,"UPI,CARD",4082.2315239997183,76.32,3.85
FKP0009717,Whirlpool Series 79,Toys,Whirlpool,UrbanRetails,Mumbai,16703.1,30,11692.17,2.0,19269,444,393,2018-11-24,4,513.5,12,Gold,One Size,10,True,"CARD,Wallet",590.4129780463365,23.33,4.13
FKP0009718,Samsung Ultra 325,Toys,Samsung,SmartDeals,Bengaluru,39612.5,0,39612.5,3.2,10596,422,4663,2019-10-12,5,757.49,12,Black,L,10,True,"UPI,CARD",941.6733059096177,22.37,4.17
FKP0009719,Whirlpool Edition 317,Home & Kitchen,Whirlpool,UrbanRetails,Delhi,41362.17,5,39294.06,4.0,38246,527,1011,2018-10-03,5,4634.92,36,White,S,15,True,"COD,UPI,CARD",5725.452281197509,97.35,4.79
FKP0009720,Apple Ultra 528,Electronics,Apple,RetailHub,Chennai,51117.44,50,25558.72,3.1,13648,945,3681,2021-12-11,5,4488.21,6,Grey,S,7,True,"COD,UPI,CARD",5497.131673946683,95.54,4.57
FKP0009721,Adidas Edition 573,Appliances,Adidas,SmartDeals,Chennai,38472.67,0,38472.67,2.6,4337,705,4755,2022-12-23,1,2535.11,36,Blue,XL,7,True,"CARD,Wallet",2666.0833700414414,37.95,4.49
FKP0009722,Whirlpool Prime 341,Toys,Whirlpool,ValueKart,Kolkata,35252.32,20,28201.86,1.6,26364,161,2818,2020-11-13,2,3376.23,0,Green,M,15,True,"COD,CARD",4084.2981926475486,13.66,4.84
FKP0009723,Adidas Model 795,Electronics,Adidas,QuickShop,Delhi,50971.87,10,45874.68,4.0,13561,41,1139,2022-03-29,8,3542.82,0,Black,S,15,True,"CARD,Wallet",4241.411587627603,26.52,3.11
FKP0009724,Redmi Prime 16,Home & Kitchen,Redmi,BestBuy,Mumbai,26531.28,0,26531.28,4.9,27674,864,4741,2020-11-12,7,2317.16,6,Red,One Size,0,False,"UPI,CARD",2740.6546487898586,69.58,4.34
FKP0009725,Dell Prime 126,Toys,Dell,RetailHub,Mumbai,11202.02,5,10641.92,2.9,35777,870,1139,2020-12-29,3,2623.23,24,Black,M,7,True,"COD,UPI,CARD",3188.056324593542,14.99,4.66
FKP0009726,Puma Prime 712,Mobiles,Puma,UrbanRetails,Hyderabad,27952.31,20,22361.85,5.0,48078,923,4617,2021-09-26,1,2597.4,0,Gold,N/A,7,True,"CARD,Wallet",3131.0679837431767,83.04,4.18
FKP0009727,Reebok Prime 351,Mobiles,Reebok,ValueKart,Kolkata,43988.89,10,39590.0,3.8,12092,400,296,2022-06-21,3,1524.95,12,Red,One Size,15,True,"UPI,CARD",1715.025358250737,9.48,4.77
FKP0009728,Reebok Prime 359,Beauty,Reebok,QuickShop,Kolkata,8816.82,40,5290.09,1.7,46759,377,598,2020-03-17,5,3257.09,12,Grey,XL,0,False,"COD,UPI,CARD",3891.266320842384,54.86,3.95
FKP0009729,Samsung Model 415,Sports,Samsung,SmartDeals,Pune,28484.99,30,19939.49,5.0,31181,831,1690,2019-09-03,5,4156.75,6,Silver,XL,0,False,"UPI,CARD",4792.891568579604,88.34,3.69
FKP0009730,Puma Ultra 751,Fashion,Puma,SuperMart,Hyderabad,914.35,30,640.05,3.7,28080,303,4196,2020-02-16,6,3157.28,12,White,S,15,True,"UPI,CARD",3860.683131836944,67.38,4.03
FKP0009731,Reebok Edition 592,Appliances,Reebok,RetailHub,Chennai,37733.58,10,33960.22,3.2,42698,756,1529,2019-10-14,8,4830.14,0,Black,L,10,True,"CARD,Wallet",5257.6127176209175,56.15,3.93
FKP0009732,Sony Prime 640,Sports,Sony,QuickShop,Hyderabad,24642.71,0,24642.71,1.6,49070,679,2018,2022-11-06,7,3838.44,36,Black,L,7,True,"COD,CARD",4718.324712043587,68.31,3.48
FKP0009733,LG Ultra 993,Toys,LG,SuperMart,Pune,17400.29,50,8700.14,3.3,39287,528,4510,2018-02-05,3,2249.92,24,Gold,S,30,True,"COD,CARD",2423.635578301012,98.54,4.23
FKP0009734,LG Model 39,Electronics,LG,RetailHub,Delhi,568.28,30,397.8,1.3,45805,396,2918,2022-12-18,1,3158.2,36,White,M,30,True,"COD,CARD",3661.6079567089437,13.98,3.84
FKP0009735,Whirlpool Prime 862,Toys,Whirlpool,QuickShop,Pune,990.23,15,841.7,4.2,14813,751,1146,2021-02-21,10,2749.24,6,Grey,One Size,7,True,"UPI,CARD",3267.955332837473,77.15,3.81
FKP0009736,Philips Ultra 189,Electronics,Philips,UrbanRetails,Kolkata,20286.3,50,10143.15,3.5,43518,411,3236,2021-06-04,11,445.45,12,Silver,XL,7,True,"CARD,Wallet",507.53211767460635,49.11,3.9
FKP0009737,Nike Ultra 208,Electronics,Nike,UrbanRetails,Kolkata,9491.24,10,8542.12,3.1,42560,859,3229,2019-04-15,8,2230.12,0,Silver,N/A,15,True,"CARD,Wallet",2598.2837664895483,66.43,3.49
FKP0009738,Redmi Series 348,Sports,Redmi,UrbanRetails,Ahmedabad,7001.47,30,4901.03,2.5,34924,870,3460,2023-01-08,10,1395.65,36,Green,S,7,True,"COD,CARD",1722.2285025742021,29.57,3.32
FKP0009739,Nike Series 863,Fashion,Nike,QuickShop,Hyderabad,35423.6,5,33652.42,2.4,47430,217,557,2018-02-20,8,920.56,24,Black,One Size,0,False,"UPI,CARD",1138.1827340387424,47.94,4.7
FKP0009740,Philips Edition 356,Beauty,Philips,RetailHub,Pune,58093.48,40,34856.09,2.0,26637,977,4877,2019-05-28,8,4266.07,6,Grey,L,30,True,"COD,UPI,CARD",5019.0913110849715,47.57,3.2
FKP0009741,LG Edition 954,Sports,LG,RetailHub,Ahmedabad,43960.93,50,21980.46,2.6,19691,461,767,2019-05-03,3,886.06,24,Black,L,7,True,"COD,UPI,CARD",1064.748631391893,89.03,3.59
FKP0009742,Whirlpool Model 698,Fashion,Whirlpool,BestBuy,Bengaluru,39400.38,20,31520.3,1.1,28206,491,733,2018-06-18,5,232.45,12,Silver,M,30,True,"COD,CARD",256.94542540283794,2.89,3.37
FKP0009743,Reebok Prime 500,Mobiles,Reebok,SmartDeals,Chennai,58178.53,40,34907.12,3.5,42450,303,3037,2020-09-01,11,2634.83,36,Grey,One Size,10,True,"UPI,CARD",2894.818106650069,57.84,4.72
FKP0009744,Philips Model 948,Mobiles,Philips,BestBuy,Ahmedabad,31758.29,20,25406.63,5.0,15341,442,61,2023-03-17,3,315.41,0,Silver,S,7,True,"UPI,CARD",377.55289314129135,61.58,3.36
FKP0009745,Dell Prime 495,Electronics,Dell,SmartDeals,Mumbai,34769.05,5,33030.6,1.8,7739,292,2566,2021-02-16,6,4161.05,6,Black,S,15,True,"COD,UPI,CARD",5013.58371429716,18.53,4.45
FKP0009746,Adidas Model 826,Home & Kitchen,Adidas,QuickShop,Hyderabad,12924.45,30,9047.12,4.9,30627,548,318,2019-08-25,7,4068.05,6,Green,One Size,30,True,"CARD,Wallet",4766.089289932161,88.54,3.35
FKP0009747,Puma Ultra 46,Toys,Puma,MegaStore,Ahmedabad,31871.62,20,25497.3,4.0,26758,877,1912,2018-11-14,8,4267.46,12,White,S,7,True,"CARD,Wallet",4946.0293015018515,54.77,4.94
FKP0009748,HP Series 671,Toys,HP,SuperMart,Ahmedabad,37653.9,20,30123.12,2.4,5020,753,829,2018-06-06,5,1429.2,24,Black,One Size,15,True,"CARD,Wallet",1586.0265806358204,24.51,4.64
FKP0009749,Philips Ultra 149,Electronics,Philips,QuickShop,Pune,57905.44,10,52114.9,2.4,45093,922,352,2019-05-02,4,140.72,36,Grey,L,10,True,"UPI,CARD",158.74583054073798,15.82,4.33
FKP0009750,LG Model 503,Home & Kitchen,LG,RetailHub,Bengaluru,20254.98,5,19242.23,1.4,1243,41,1537,2023-04-08,3,2632.84,6,Red,One Size,10,True,"CARD,Wallet",3100.682520400186,64.16,4.24
FKP0009751,Philips Ultra 169,Appliances,Philips,QuickShop,Mumbai,4010.79,20,3208.63,1.6,46190,736,4777,2021-05-05,8,2329.41,24,Grey,L,0,False,"UPI,CARD",2576.8307069624443,30.91,4.14
FKP0009752,Prestige Ultra 652,Fashion,Prestige,RetailHub,Ahmedabad,52753.44,5,50115.77,2.3,49309,132,4198,2018-07-20,7,508.13,0,Blue,XL,15,True,"COD,UPI,CARD",615.6197173106688,54.35,4.55
FKP0009753,HP Ultra 481,Appliances,HP,SuperMart,Hyderabad,34289.8,15,29146.33,1.2,42366,592,401,2019-04-04,1,4458.47,12,Green,One Size,15,True,"UPI,CARD",5527.915118945429,79.87,3.3
FKP0009754,Redmi Series 923,Appliances,Redmi,SmartDeals,Delhi,53014.75,50,26507.38,1.7,24977,138,4698,2022-05-11,1,936.08,12,Gold,S,30,True,"CARD,Wallet",1004.0688577403637,21.44,3.76
FKP0009755,Reebok Edition 895,Mobiles,Reebok,UrbanRetails,Chennai,12264.58,30,8585.21,1.9,23201,194,3855,2020-06-13,10,2570.7,36,Grey,L,0,False,"UPI,CARD",2893.7925031448376,66.59,4.51
FKP0009756,Boat Edition 559,Appliances,Boat,BestBuy,Mumbai,8080.08,0,8080.08,2.6,1181,489,667,2021-12-10,5,2876.16,12,Silver,S,0,False,"COD,UPI,CARD",3538.3755235460294,65.31,4.78
FKP0009757,Whirlpool Edition 927,Toys,Whirlpool,RetailHub,Mumbai,29903.77,10,26913.39,4.4,22485,441,4173,2021-06-01,11,3095.0,36,Silver,XL,10,True,"COD,UPI,CARD",3415.8316593044565,57.38,4.49
FKP0009758,Boat Series 353,Sports,Boat,RetailHub,Bengaluru,41890.54,50,20945.27,4.2,19063,552,3533,2021-06-18,4,508.4,6,Gold,XL,0,False,"COD,UPI,CARD",578.7360989249029,68.3,4.7
FKP0009759,Prestige Prime 483,Home & Kitchen,Prestige,MegaStore,Ahmedabad,7279.3,50,3639.65,4.1,27424,659,3628,2023-04-27,9,4555.57,24,Grey,S,0,False,"CARD,Wallet",4954.242329813442,8.73,3.56
FKP0009760,Whirlpool Prime 812,Fashion,Whirlpool,SmartDeals,Kolkata,55451.38,0,55451.38,2.4,22939,382,4170,2020-10-19,10,1801.23,36,Black,L,0,False,"COD,CARD",2006.0268286161931,13.16,3.03
FKP0009761,Boat Model 843,Mobiles,Boat,BestBuy,Chennai,50906.13,10,45815.52,2.8,7641,912,2655,2019-11-28,5,1561.41,24,Blue,N/A,0,False,"UPI,CARD",1707.4494538724614,43.5,4.91
FKP0009762,Philips Prime 433,Appliances,Philips,RetailHub,Chennai,13443.64,10,12099.28,3.1,11594,210,3113,2019-06-18,5,3690.22,24,Blue,M,15,True,"COD,UPI,CARD",4588.747273494145,35.21,3.08
FKP0009763,Prestige Ultra 960,Sports,Prestige,ValueKart,Bengaluru,57804.19,40,34682.51,3.0,18599,24,2254,2020-12-15,1,1402.85,6,Green,XL,30,True,"UPI,CARD",1578.2852296228198,94.79,4.06
FKP0009764,Whirlpool Prime 770,Home & Kitchen,Whirlpool,BestBuy,Hyderabad,28339.76,30,19837.83,4.2,28093,247,2589,2019-03-25,3,3869.74,12,Black,One Size,7,True,"CARD,Wallet",4436.849165515934,51.66,4.45
FKP0009765,Apple Edition 67,Electronics,Apple,ValueKart,Kolkata,42827.4,15,36403.29,4.7,36744,824,1004,2021-06-14,9,2969.66,0,Grey,XL,0,False,"COD,CARD",3313.9118415427906,60.93,3.75
FKP0009766,LG Edition 865,Electronics,LG,MegaStore,Kolkata,46807.98,15,39786.78,2.6,12653,690,3727,2019-03-16,6,2121.68,6,Grey,S,7,True,"UPI,CARD",2494.1150363854426,65.1,3.71
FKP0009767,Apple Series 543,Electronics,Apple,SuperMart,Kolkata,53517.38,0,53517.38,1.3,31688,721,3464,2020-09-25,2,60.09,24,Red,One Size,7,True,"COD,UPI,CARD",73.05906757748133,37.51,3.66
FKP0009768,Dell Edition 316,Toys,Dell,SuperMart,Bengaluru,10852.94,40,6511.76,3.6,49603,306,3206,2020-09-20,2,1376.46,6,White,S,15,True,"UPI,CARD",1629.4047509219224,16.23,4.71
FKP0009769,Prestige Series 588,Fashion,Prestige,UrbanRetails,Mumbai,30806.9,50,15403.45,3.1,40452,406,75,2020-09-17,6,4743.55,6,Gold,N/A,0,False,"COD,CARD",5240.219927137802,6.64,4.82
FKP0009770,Prestige Edition 752,Electronics,Prestige,BestBuy,Mumbai,21932.51,5,20835.88,3.3,41678,550,1548,2023-01-08,1,1958.18,36,Blue,M,7,True,"CARD,Wallet",2206.043421200548,72.7,4.13
FKP0009771,Whirlpool Edition 704,Toys,Whirlpool,RetailHub,Delhi,21999.48,20,17599.58,4.8,42717,498,1507,2018-09-29,7,1861.24,24,Red,XL,30,True,"COD,CARD",2030.7877042390585,84.68,4.32
FKP0009772,Philips Ultra 333,Beauty,Philips,MegaStore,Chennai,44217.04,10,39795.34,1.6,22511,264,3741,2022-03-13,4,4307.46,24,Red,M,10,True,"COD,UPI,CARD",4714.76010017436,6.99,3.86
FKP0009773,Adidas Edition 578,Toys,Adidas,SmartDeals,Pune,38988.85,0,38988.85,1.3,41222,760,2785,2022-05-11,1,354.86,36,White,L,30,True,"COD,CARD",395.7873759568393,99.79,4.63
FKP0009774,Prestige Edition 558,Mobiles,Prestige,MegaStore,Mumbai,40931.62,30,28652.13,3.2,38657,481,2127,2020-06-22,11,2956.73,0,Gold,M,7,True,"CARD,Wallet",3626.840403092426,64.83,3.96
FKP0009775,Prestige Model 29,Toys,Prestige,MegaStore,Ahmedabad,26285.01,0,26285.01,4.2,39201,179,2967,2022-02-20,9,4326.71,6,Gold,L,0,False,"COD,UPI,CARD",5116.879337677929,52.51,3.23
FKP0009776,Adidas Series 223,Fashion,Adidas,ValueKart,Mumbai,4935.58,40,2961.35,1.2,23328,205,1596,2018-09-07,8,2116.51,0,White,M,30,True,"UPI,CARD",2304.197988719499,54.02,3.68
FKP0009777,Puma Edition 601,Sports,Puma,SmartDeals,Chennai,53028.69,40,31817.21,1.1,31646,732,3553,2020-01-12,9,1673.57,6,Gold,L,0,False,"COD,UPI,CARD",1945.313197128985,27.97,4.9
FKP0009778,Sony Series 711,Appliances,Sony,SuperMart,Hyderabad,51938.62,20,41550.9,1.2,20954,696,2080,2019-05-30,2,808.03,0,Red,L,30,True,"CARD,Wallet",889.1071330242746,21.19,3.08
FKP0009779,Whirlpool Series 349,Toys,Whirlpool,SmartDeals,Kolkata,43106.7,30,30174.69,1.2,17023,21,2773,2022-09-08,6,3217.88,12,White,L,0,False,"COD,UPI,CARD",3404.996016230919,15.87,4.9
FKP0009780,Adidas Edition 828,Electronics,Adidas,ValueKart,Chennai,15309.95,30,10716.96,3.0,35359,706,1753,2018-11-07,4,1614.95,24,White,XL,10,True,"COD,CARD",1908.4995511605136,21.78,4.78
FKP0009781,Samsung Edition 948,Mobiles,Samsung,SuperMart,Mumbai,32235.62,5,30623.84,1.3,41503,21,3711,2018-12-01,2,3903.14,24,Red,L,15,True,"CARD,Wallet",4596.115440376607,29.46,4.13
FKP0009782,Boat Prime 919,Home & Kitchen,Boat,QuickShop,Chennai,44541.98,0,44541.98,3.7,48768,662,1344,2019-06-12,3,4439.6,6,Black,S,15,True,"CARD,Wallet",4903.820345381662,17.37,3.66
FKP0009783,Prestige Ultra 824,Electronics,Prestige,BestBuy,Hyderabad,15745.08,15,13383.32,2.6,11600,857,4438,2018-08-25,3,4440.2,0,Black,M,7,True,"COD,UPI,CARD",5459.59144596589,1.78,3.04
FKP0009784,Apple Edition 372,Mobiles,Apple,RetailHub,Kolkata,38210.86,5,36300.32,2.5,34419,993,1392,2018-12-03,6,1056.52,12,Blue,XL,15,True,"COD,UPI,CARD",1315.9883317338354,53.94,4.1
FKP0009785,Sony Model 77,Beauty,Sony,SmartDeals,Pune,13396.69,50,6698.34,4.9,34883,351,1989,2019-10-12,8,3880.65,12,Grey,One Size,7,True,"COD,CARD",4444.893582978033,90.46,4.95
FKP0009786,Samsung Edition 162,Appliances,Samsung,QuickShop,Mumbai,28947.56,40,17368.54,4.8,44480,148,1254,2023-06-11,11,1759.09,6,Black,XL,7,True,"COD,CARD",2145.9408463537357,83.9,3.67
FKP0009787,Boat Ultra 297,Home & Kitchen,Boat,BestBuy,Hyderabad,50326.25,15,42777.31,2.0,2720,403,3124,2022-04-11,5,3881.63,0,Gold,L,15,True,"CARD,Wallet",4465.767993035261,43.9,3.17
FKP0009788,Nike Model 870,Beauty,Nike,SmartDeals,Ahmedabad,30457.59,5,28934.71,3.1,47820,29,1604,2022-06-18,7,3368.66,12,Red,M,15,True,"COD,UPI,CARD",3981.3065135397856,56.41,3.39
FKP0009789,Prestige Series 41,Sports,Prestige,RetailHub,Delhi,41920.53,15,35632.45,2.0,6188,325,1160,2018-01-04,4,1074.0,0,Red,M,10,True,"COD,CARD",1201.079407425444,20.61,3.8
FKP0009790,Whirlpool Model 357,Mobiles,Whirlpool,UrbanRetails,Kolkata,39792.79,15,33823.87,3.1,10259,911,4737,2022-01-07,8,2292.99,12,White,XL,7,True,"COD,CARD",2710.7998743435683,74.47,3.66
FKP0009791,Nike Series 394,Beauty,Nike,RetailHub,Hyderabad,56597.26,5,53767.4,2.3,4447,659,1084,2019-02-21,6,3973.45,0,Green,One Size,30,True,"CARD,Wallet",4250.954527760341,15.74,3.17
FKP0009792,Adidas Model 651,Appliances,Adidas,MegaStore,Mumbai,7266.59,10,6539.93,4.6,12278,528,4640,2022-10-11,3,4717.7,24,Red,One Size,30,True,"COD,CARD",5673.9968112683255,67.11,4.59
FKP0009793,Boat Series 557,Appliances,Boat,ValueKart,Chennai,6340.97,0,6340.97,3.5,25951,723,1841,2020-12-15,10,2587.76,0,Green,L,15,True,"CARD,Wallet",3206.534538467987,27.06,3.55
FKP0009794,Nike Series 872,Sports,Nike,UrbanRetails,Hyderabad,2299.85,50,1149.92,4.3,4147,915,1380,2021-10-19,4,3323.96,24,Grey,M,7,True,"COD,UPI,CARD",3602.2797436330516,88.96,3.8
FKP0009795,Whirlpool Series 179,Appliances,Whirlpool,ValueKart,Ahmedabad,39954.64,50,19977.32,1.7,28257,22,455,2019-03-08,9,2551.99,0,Green,N/A,30,True,"CARD,Wallet",2951.1357624984767,78.55,4.27
FKP0009796,Redmi Series 594,Mobiles,Redmi,SuperMart,Ahmedabad,2799.36,40,1679.62,1.2,18012,236,4216,2019-07-18,4,4650.94,0,Black,One Size,10,True,"COD,CARD",5544.386479425216,78.94,3.15
FKP0009797,HP Edition 630,Mobiles,HP,MegaStore,Chennai,58234.61,40,34940.77,1.3,44312,684,1688,2022-03-31,11,126.34,24,Silver,XL,0,False,"CARD,Wallet",133.46846216383483,24.91,4.29
FKP0009798,Philips Prime 408,Appliances,Philips,ValueKart,Mumbai,3483.77,40,2090.26,1.7,7735,134,1858,2018-07-20,6,371.7,12,Gold,L,10,True,"CARD,Wallet",448.02220026507047,70.35,3.51
FKP0009799,Boat Prime 201,Beauty,Boat,SuperMart,Ahmedabad,14018.9,50,7009.45,3.4,48850,107,2531,2019-01-17,4,4910.77,36,Green,N/A,10,True,"COD,UPI,CARD",5864.034734911158,70.52,3.75
FKP0009800,Samsung Prime 619,Mobiles,Samsung,SuperMart,Chennai,38364.24,10,34527.82,4.3,12572,311,31,2019-08-13,7,3444.33,12,Gold,S,10,True,"CARD,Wallet",4054.303810579142,39.84,3.58
FKP0009801,Reebok Prime 129,Electronics,Reebok,SuperMart,Mumbai,24669.82,30,17268.87,2.2,31095,280,3892,2020-08-30,5,1719.92,36,Black,XL,15,True,"COD,CARD",1915.923369414421,31.6,4.48
FKP0009802,Whirlpool Model 895,Appliances,Whirlpool,ValueKart,Kolkata,39055.33,20,31244.26,4.5,20182,833,1142,2018-10-09,4,2539.42,36,Green,L,15,True,"COD,CARD",2732.4924796607374,88.81,4.8
FKP0009803,Sony Edition 811,Mobiles,Sony,RetailHub,Mumbai,23881.35,5,22687.28,2.9,29049,973,68,2019-01-05,3,4963.88,36,Blue,S,7,True,"UPI,CARD",5534.727933387553,31.62,3.12
FKP0009804,Dell Ultra 779,Fashion,Dell,MegaStore,Hyderabad,7354.73,0,7354.73,3.9,32554,362,1482,2019-04-16,8,3710.27,12,Black,L,30,True,"CARD,Wallet",3929.497095654308,97.71,3.39
FKP0009805,Reebok Series 325,Sports,Reebok,MegaStore,Pune,32361.0,40,19416.6,1.7,29450,974,180,2023-06-20,2,2751.94,24,White,M,15,True,"COD,UPI,CARD",2953.79444809833,93.8,3.7
FKP0009806,Prestige Ultra 732,Appliances,Prestige,SuperMart,Delhi,57697.77,30,40388.44,4.9,14899,572,1508,2022-11-07,3,1762.42,6,Red,XL,15,True,"COD,UPI,CARD",2200.7111709312394,60.87,4.04
FKP0009807,Philips Prime 888,Mobiles,Philips,UrbanRetails,Bengaluru,4083.64,15,3471.09,1.1,33654,463,168,2022-10-19,8,2617.77,36,Red,One Size,7,True,"CARD,Wallet",3132.39883749882,34.71,3.25
FKP0009808,HP Edition 332,Fashion,HP,SuperMart,Ahmedabad,51211.35,0,51211.35,1.7,43080,89,3193,2020-07-21,4,69.94,36,Black,XL,15,True,"CARD,Wallet",82.12047464338922,88.82,4.78
FKP0009809,Prestige Edition 736,Mobiles,Prestige,SuperMart,Hyderabad,51226.0,5,48664.7,3.3,33312,442,3429,2023-02-15,5,2526.78,12,Red,N/A,15,True,"COD,CARD",2990.21901270772,55.07,4.75
FKP0009810,Reebok Series 42,Mobiles,Reebok,SuperMart,Delhi,54781.29,50,27390.64,2.5,15614,176,3921,2018-10-27,4,2914.98,24,Green,L,10,True,"CARD,Wallet",3368.469678441961,48.38,3.05
